comp_1,comp_2,smile_1,smile_2
CHEBI:44115,CHEBI:34809,OS(=O)(=O)CCCN1CCOCC1,CC(C)S(=O)(=O)NCC(C)c1ccc(NC(=O)c2ccccc2)cc1
CHEBI:44115,CHEBI:34810,OS(=O)(=O)CCCN1CCOCC1,[C@@H]1(O[C@H]([C@H](O)[C@H]([C@H]1O)O)O[C@@H]([C@@H]([C@H](CO)O)O)[C@@H](CO)O)CO.O.O
CHEBI:44115,CHEBI:37476,OS(=O)(=O)CCCN1CCOCC1,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:44115,CHEBI:4286,OS(=O)(=O)CCCN1CCOCC1,OS(=O)(=O)c1cc(ccc1\C=C\c1ccc(cc1S(O)(=O)=O)N=C=S)N=C=S
CHEBI:44115,CHEBI:48242,OS(=O)(=O)CCCN1CCOCC1,O=[Cr]O[Cr]=O
CHEBI:44115,CHEBI:69014,OS(=O)(=O)CCCN1CCOCC1,[H][C@@]12CC[C@H](C)c3c(O)c(O)c(C)c([C@@H](C[C@@H]1C)C=C(C)C)c23
CHEBI:44115,CHEBI:7728,OS(=O)(=O)CCCN1CCOCC1,CCCCCCCCN
CHEBI:134105,CHEBI:100636,C=12C(=NC=NC1N)NC(=N2)O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:134105,CHEBI:124254,C=12C(=NC=NC1N)NC(=N2)O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:134105,CHEBI:15492,C=12C(=NC=NC1N)NC(=N2)O,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(O)=O
CHEBI:134105,CHEBI:15825,C=12C(=NC=NC1N)NC(=N2)O,CC(C)=CC=O
CHEBI:134105,CHEBI:166,C=12C(=NC=NC1N)NC(=N2)O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:134105,CHEBI:16725,C=12C(=NC=NC1N)NC(=N2)O,CC(C)c1ccc(C(O)=O)c(O)c1O
CHEBI:134105,CHEBI:17038,C=12C(=NC=NC1N)NC(=N2)O,[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC(=C)C(C)C)[C@@]1(C)CC[C@H](O)C2
CHEBI:134105,CHEBI:27825,C=12C(=NC=NC1N)NC(=N2)O,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:134105,CHEBI:282,C=12C(=NC=NC1N)NC(=N2)O,CCCCCC#C\C=C\C=C\CC\C=C\C(=O)NCC(C)C
CHEBI:134105,CHEBI:53209,C=12C(=NC=NC1N)NC(=N2)O,[O-][Ru](=O)(=O)=O.CCC[N+](CCC)(CCC)CCC
CHEBI:134105,CHEBI:7728,C=12C(=NC=NC1N)NC(=N2)O,CCCCCCCCN
CHEBI:31307,CHEBI:100636,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:31307,CHEBI:10112,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,CC(N(O)C(N)=O)c1cc2ccccc2s1
CHEBI:31307,CHEBI:124254,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:31307,CHEBI:129650,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)OC)O[C@@H]1CN(C)CC4=CC5=C(C=C4)OCO5)[C@@H](C)CO
CHEBI:31307,CHEBI:15492,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(O)=O
CHEBI:31307,CHEBI:15657,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C(=C\[C@H](/C=C\CCCCC)OO)\CCCCCCCC(=O)O
CHEBI:31307,CHEBI:15825,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,CC(C)=CC=O
CHEBI:31307,CHEBI:16074,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCCC(C)C)[C@@]1(C)CCC(=O)C2
CHEBI:31307,CHEBI:16286,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:31307,CHEBI:166,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:31307,CHEBI:16770,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C[C@H](NCCC[C@H](N)C(O)=O)C(O)=O
CHEBI:31307,CHEBI:17330,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,OC(=O)CC(=O)S[*]
CHEBI:31307,CHEBI:18298,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1(O)C(C)C(=O)c2ccccc2C1=O
CHEBI:31307,CHEBI:20384,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C[C@](O)(C[C@H](N)C(O)=O)C(O)=O
CHEBI:31307,CHEBI:2220,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[*])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:31307,CHEBI:27825,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:31307,CHEBI:28071,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,O[C@H]1CO[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](OC(=O)Cc3c[nH]c4ccccc34)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O
CHEBI:31307,CHEBI:28142,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,OC(O)C(Cl)(Cl)Cl
CHEBI:31307,CHEBI:28359,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,CC1(C)[C@H]2CCC(=C)[C@@H]1C2
CHEBI:31307,CHEBI:28502,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C1CN=C(Cc2ccccc2)N1
CHEBI:31307,CHEBI:28708,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,CC(C)c1cccc(O)c1O
CHEBI:31307,CHEBI:30717,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,F[Mo--]1(F)(F)(F)(=O)OO1
CHEBI:31307,CHEBI:30718,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:31307,CHEBI:37476,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:31307,CHEBI:48242,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,O=[Cr]O[Cr]=O
CHEBI:31307,CHEBI:616,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:31307,CHEBI:6690,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,CNCCCC12CCC(c3ccccc13)c1ccccc21
CHEBI:31307,CHEBI:67246,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,COc1cc(C[C@H]2CO[C@@H]([C@H]2CO)c2ccc(O)c(OC)c2)ccc1O
CHEBI:31307,CHEBI:7020,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,CC[C@H](C)C(=O)c1c(O)cc(O)cc1O
CHEBI:31307,CHEBI:7728,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,CCCCCCCCN
CHEBI:31307,CHEBI:8036,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C[C@@]12CC[C@]3([C@@H](C1)C1=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]1(C)C[C@@H]23)C(O)=O
CHEBI:31307,CHEBI:89678,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C([C@@](COC(CCCCCCCCC/C=C\CCCCCC)=O)(OC(CCCCCCC/C=C\CCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C
CHEBI:31307,CHEBI:9424,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,C[C@H]1[C@@H]2CN(C)C[C@H](C)C2=CC1=O
CHEBI:9725,CHEBI:124254,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:9725,CHEBI:15825,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,CC(C)=CC=O
CHEBI:9725,CHEBI:166,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:9725,CHEBI:16871,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,Cc1ncc2COC(=O)c2c1O
CHEBI:9725,CHEBI:17077,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,OC[C@@H](O)[C@@H](O)[C@](O)(CO)C(O)=O
CHEBI:9725,CHEBI:18400,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,OC1=CC(=O)C=CC1=O
CHEBI:9725,CHEBI:27825,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:9725,CHEBI:34809,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,CC(C)S(=O)(=O)NCC(C)c1ccc(NC(=O)c2ccccc2)cc1
CHEBI:9725,CHEBI:34810,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,[C@@H]1(O[C@H]([C@H](O)[C@H]([C@H]1O)O)O[C@@H]([C@@H]([C@H](CO)O)O)[C@@H](CO)O)CO.O.O
CHEBI:9725,CHEBI:37476,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:9725,CHEBI:48242,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,O=[Cr]O[Cr]=O
CHEBI:9725,CHEBI:69014,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,[H][C@@]12CC[C@H](C)c3c(O)c(O)c(C)c([C@@H](C[C@@H]1C)C=C(C)C)c23
CHEBI:9725,CHEBI:7728,CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,CCCCCCCCN
CHEBI:133749,CHEBI:15825,O1C(=CC(=C1CCCCCC)S(O)(=O)=O)CC,CC(C)=CC=O
CHEBI:133749,CHEBI:16290,O1C(=CC(=C1CCCCCC)S(O)(=O)=O)CC,[H][C@@]12CC=C3[C@]4([H])CC[C@]([H])([C@H](C)CCC=C(C)C)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CC[C@H](O)C2
CHEBI:133749,CHEBI:16885,O1C(=CC(=C1CCCCCC)S(O)(=O)=O)CC,OC[C@H]1O[C@H](O[C@]2(CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:133749,CHEBI:28816,O1C(=CC(=C1CCCCCC)S(O)(=O)=O)CC,OC[C@@H](O)[C@@H](O)CC=O
CHEBI:133749,CHEBI:32971,O1C(=CC(=C1CCCCCC)S(O)(=O)=O)CC,Oc1c(Cl)cc(Cl)c(Cl)c1O
CHEBI:133749,CHEBI:38982,O1C(=CC(=C1CCCCCC)S(O)(=O)=O)CC,[B++][H]
CHEBI:16555,CHEBI:100636,CC(S)=O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:16555,CHEBI:124254,CC(S)=O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:16555,CHEBI:15398,CC(S)=O,[H][C@]12CC(=O)[C@](C)(C[C@H]1O)C2(C)C
CHEBI:16555,CHEBI:15825,CC(S)=O,CC(C)=CC=O
CHEBI:16555,CHEBI:16286,CC(S)=O,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:16555,CHEBI:166,CC(S)=O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:16555,CHEBI:180399,CC(S)=O,O(C1=C(OC)C=CC(=C1)C=C)C
CHEBI:16555,CHEBI:212,CC(S)=O,CC(=O)CC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)C(C)=C
CHEBI:16555,CHEBI:2220,CC(S)=O,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[*])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:16555,CHEBI:27808,CC(S)=O,[H][C@]12C=C[C@H](OC(C)=O)[C@@H]3Oc4c(OC(C)=O)ccc5C[C@H]1N(C)CC[C@@]23c45
CHEBI:16555,CHEBI:27825,CC(S)=O,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:16555,CHEBI:28142,CC(S)=O,OC(O)C(Cl)(Cl)Cl
CHEBI:16555,CHEBI:28265,CC(S)=O,[C@H]12[C@H]([C@@](CC(N)=O)(C)C3=[N+]1[Ni-2]45[N+]=6[C@H](C3)[C@H]([C@@H]7CCC(C(C67)=C8N5C(=CC9=[N+]4[C@]%10(C2)[C@@]([C@@H]9CCC(O)=O)(C)CC(N%10)=O)[C@H]([C@@H]8CCC(O)=O)CC(O)=O)=O)CC(O)=O)CCC(O)=O
CHEBI:16555,CHEBI:34809,CC(S)=O,CC(C)S(=O)(=O)NCC(C)c1ccc(NC(=O)c2ccccc2)cc1
CHEBI:16555,CHEBI:34810,CC(S)=O,[C@@H]1(O[C@H]([C@H](O)[C@H]([C@H]1O)O)O[C@@H]([C@@H]([C@H](CO)O)O)[C@@H](CO)O)CO.O.O
CHEBI:16555,CHEBI:37476,CC(S)=O,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:16555,CHEBI:48242,CC(S)=O,O=[Cr]O[Cr]=O
CHEBI:16555,CHEBI:48510,CC(S)=O,O(S(C(F)(F)F)(=O)=O)*
CHEBI:16555,CHEBI:7728,CC(S)=O,CCCCCCCCN
CHEBI:16555,CHEBI:89900,CC(S)=O,COC1=CC=C(C=N1)C(=O)O
CHEBI:16555,CHEBI:99265,CC(S)=O,CC(C)(C)[S@](=O)N1CC2=CC(=NC(=C2[C@@H]1CCO)C3=CC=CC(=C3)C4=CC(=CC=C4)C(=O)N(C)C)C(=O)N5CCCCC5
CHEBI:17189,CHEBI:100636,OC(=O)c1cc(O)ccc1O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:17189,CHEBI:124254,OC(=O)c1cc(O)ccc1O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:17189,CHEBI:15580,OC(=O)c1cc(O)ccc1O,CC[C@]1(C)O[C@@H]1CC\C(C)=C\CC\C(C)=C\C(O)=O
CHEBI:17189,CHEBI:15653,OC(=O)c1cc(O)ccc1O,[H]C(\C=C/CCCCCCCC(O)=O)=C1O[C@H]1C\C=C/CC
CHEBI:17189,CHEBI:15825,OC(=O)c1cc(O)ccc1O,CC(C)=CC=O
CHEBI:17189,CHEBI:16286,OC(=O)c1cc(O)ccc1O,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:17189,CHEBI:166,OC(=O)c1cc(O)ccc1O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:17189,CHEBI:2220,OC(=O)c1cc(O)ccc1O,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[*])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:17189,CHEBI:27460,OC(=O)c1cc(O)ccc1O,COc1cc2CCN[C@@H](Cc3ccc(O)c(O)c3)c2cc1O
CHEBI:17189,CHEBI:28142,OC(=O)c1cc(O)ccc1O,OC(O)C(Cl)(Cl)Cl
CHEBI:17189,CHEBI:30718,OC(=O)c1cc(O)ccc1O,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:17189,CHEBI:3188,OC(=O)c1cc(O)ccc1O,COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)\C=C(/C)C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)=C(O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O
CHEBI:17189,CHEBI:616,OC(=O)c1cc(O)ccc1O,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:17189,CHEBI:7728,OC(=O)c1cc(O)ccc1O,CCCCCCCCN
CHEBI:60175,CHEBI:100636,NCC(O)CCC(N)C(O)=O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:60175,CHEBI:114,NCC(O)CCC(N)C(O)=O,O=C([C@H]1[C@@H]([C@@H]([C@H]1c1ccccc1)C(=O)N1CCCC(=C1)[C@H]1CCCCN1)c1ccccc1)N1CCCC(=C1)[C@H]1CCCCN1
CHEBI:60175,CHEBI:124254,NCC(O)CCC(N)C(O)=O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:60175,CHEBI:15580,NCC(O)CCC(N)C(O)=O,CC[C@]1(C)O[C@@H]1CC\C(C)=C\CC\C(C)=C\C(O)=O
CHEBI:60175,CHEBI:15825,NCC(O)CCC(N)C(O)=O,CC(C)=CC=O
CHEBI:60175,CHEBI:16286,NCC(O)CCC(N)C(O)=O,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:60175,CHEBI:166,NCC(O)CCC(N)C(O)=O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:60175,CHEBI:2220,NCC(O)CCC(N)C(O)=O,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[*])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:60175,CHEBI:27460,NCC(O)CCC(N)C(O)=O,COc1cc2CCN[C@@H](Cc3ccc(O)c(O)c3)c2cc1O
CHEBI:60175,CHEBI:28142,NCC(O)CCC(N)C(O)=O,OC(O)C(Cl)(Cl)Cl
CHEBI:60175,CHEBI:28708,NCC(O)CCC(N)C(O)=O,CC(C)c1cccc(O)c1O
CHEBI:60175,CHEBI:30718,NCC(O)CCC(N)C(O)=O,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:60175,CHEBI:3188,NCC(O)CCC(N)C(O)=O,COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)\C=C(/C)C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)=C(O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O
CHEBI:60175,CHEBI:616,NCC(O)CCC(N)C(O)=O,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:60175,CHEBI:7728,NCC(O)CCC(N)C(O)=O,CCCCCCCCN
CHEBI:48981,CHEBI:100636,Oc1cccc2cccnc12,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:48981,CHEBI:124254,Oc1cccc2cccnc12,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:48981,CHEBI:15492,Oc1cccc2cccnc12,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(O)=O
CHEBI:48981,CHEBI:15579,Oc1cccc2cccnc12,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@@H](C2)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CHEBI:48981,CHEBI:15580,Oc1cccc2cccnc12,CC[C@]1(C)O[C@@H]1CC\C(C)=C\CC\C(C)=C\C(O)=O
CHEBI:48981,CHEBI:15728,Oc1cccc2cccnc12,C(=N)(N)NCCCC(O)=O
CHEBI:48981,CHEBI:15825,Oc1cccc2cccnc12,CC(C)=CC=O
CHEBI:48981,CHEBI:16286,Oc1cccc2cccnc12,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:48981,CHEBI:16358,Oc1cccc2cccnc12,O[C@H]1CO[C@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:48981,CHEBI:163778,Oc1cccc2cccnc12,SC[C@H](NC(=O)[C@@H](N)[C@H](O)C)C(=O)N[C@@H](CCC(O)=O)C(O)=O
CHEBI:48981,CHEBI:166,Oc1cccc2cccnc12,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:48981,CHEBI:17225,Oc1cccc2cccnc12,COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c24)C3=CC1=O
CHEBI:48981,CHEBI:18169,Oc1cccc2cccnc12,O[C@H]1[C@H](O)[C@H](O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1O
CHEBI:48981,CHEBI:18348,Oc1cccc2cccnc12,[H][C@@](COC([*])=O)(COP(O)(=O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1O)OC([*])=O
CHEBI:48981,CHEBI:27399,Oc1cccc2cccnc12,CCNc1nc(N)nc(Cl)n1
CHEBI:48981,CHEBI:27825,Oc1cccc2cccnc12,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:48981,CHEBI:30718,Oc1cccc2cccnc12,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:48981,CHEBI:33390,Oc1cccc2cccnc12,[Cm]
CHEBI:48981,CHEBI:42896,Oc1cccc2cccnc12,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:48981,CHEBI:616,Oc1cccc2cccnc12,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:48981,CHEBI:7728,Oc1cccc2cccnc12,CCCCCCCCN
CHEBI:48981,CHEBI:89678,Oc1cccc2cccnc12,C([C@@](COC(CCCCCCCCC/C=C\CCCCCC)=O)(OC(CCCCCCC/C=C\CCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C
CHEBI:48981,CHEBI:94290,Oc1cccc2cccnc12,C1C=CCC2C1C(=O)N(C2=O)C3CC(=O)C4OCC3O4
CHEBI:48981,CHEBI:9496,Oc1cccc2cccnc12,Cl.C1CN2CC(N=C2S1)c1ccccc1
CHEBI:81064,CHEBI:100636,CCCCCCCC(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:81064,CHEBI:124254,CCCCCCCC(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:81064,CHEBI:130121,CCCCCCCC(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,C[C@H]1[C@H](CN(C(=O)C2=C(C=CC(=C2)C#N)OCC[C@@H]3CC[C@@H]([C@@H](O3)CN(C1=O)C)OC)C)OC
CHEBI:81064,CHEBI:15825,CCCCCCCC(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,CC(C)=CC=O
CHEBI:81064,CHEBI:16358,CCCCCCCC(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,O[C@H]1CO[C@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
